floor_area,number_of_floors,window_to_wall_ratio,wall_thickness,avg_temperature,avg_humidity,solar_radiation,thermal_resistance,estimated_energy_usage,daylight_factor,thermal_load
85,1,0.21,0.41,27.5,36,953,3.78,707,2,396.5
108.6,2,0.14,0.32,14.7,72,322,3.43,508.9,0.45,-378.2
282.2,2,0.46,0.35,-6.3,72,453,3.23,628.3,2.08,-5024.6
121.9,3,0.42,0.36,32.8,41,382,0.07,69918.7,1.6,1549.4
179.8,2,0.14,0.25,26.9,42,167,3.62,1438.5,0.23,791.5
154.9,3,0.43,0.27,0.4,63,208,3.39,33.8,0.89,-2006.8
208.3,1,0.3,0.45,13.5,41,429,5.91,564.6,1.29,-553.8
278.7,2,0.41,0.42,19.8,42,945,6.04,1153.5,3.87,-22.1
96,1,0.26,0.42,14,56,254,3.02,512,0.66,-402
143,2,0.1,0.26,25,29,354,3.11,1224.1,0.35,492.6
274,2,0.42,0.29,14.3,28,828,3.65,1374.1,3.48,-991.7
232.2,1,0.37,0.38,3.5,54,546,3.61,308.4,2.02,-2448.2
118.4,2,0.43,0.25,14.5,72,144,0.09,23407,0.62,-645.3
113.9,1,0.12,0.34,17.2,22,872,3.12,699.3,1.05,-219.4
98.4,1,0.45,0.33,19.5,21,515,0.07,34465.8,2.32,-48.9
167.1,1,0.33,0.45,-5.5,79,123,3.08,339.9,0.41,-2948.6
296.2,3,0.1,0.22,-6.5,61,907,0.04,43487,0.91,-7817.9
126.6,1,0.26,0.29,20.5,75,774,3.66,831.5,2.01,40.1
253.8,2,0.16,0.39,0.2,59,660,3.66,64.4,1.06,-3186
99.4,3,0.21,0.45,-6.8,50,922,3.62,178.3,1.94,-1699.6
231.6,2,0.12,0.36,17.2,52,795,0.01,441770.1,0.95,-647.8
241.2,3,0.22,0.37,20.1,75,202,6.04,899.9,0.44,9.6
296,1,0.31,0.24,33.3,30,795,3.56,3274.3,2.46,2535.3
218.9,2,0.17,0.49,20.5,64,913,5.12,993.3,1.55,53.4
57.2,2,0.31,0.37,26.5,66,778,3.66,492.4,2.41,235.7
204,2,0.2,0.24,20.6,79,496,3.1,1527.1,0.99,84.5
94.9,2,0.22,0.35,31.8,43,356,3.07,1103.3,0.78,776
242.1,1,0.17,0.28,1,36,895,0.06,8296.3,1.52,-4572.3
266.7,1,0.36,0.43,-9,55,115,3.54,789.9,0.41,-4996.4
298.8,3,0.46,0.33,-8.1,55,571,3.06,904.3,2.63,-5827
133.1,1,0.15,0.46,1.5,57,899,3.13,109.7,1.35,-1691.6
263.4,3,0.15,0.42,21.1,20,365,0.02,303896.1,0.55,289.2
176.1,1,0.25,0.3,0.4,24,176,3.61,31.6,0.44,-2205.5
94,3,0.42,0.24,6.5,56,832,0.06,13899,3.49,-1261.4
151.9,2,0.4,0.22,13.2,30,310,3.28,750.8,1.24,-694.1
175.3,2,0.11,0.28,14.8,32,525,0.06,47237.1,0.58,-906.1
256.2,3,0.31,0.28,12,39,967,6.26,613,3,-766.6
218.5,3,0.42,0.34,25.2,42,912,3.25,2124.2,3.83,766.9
267.3,1,0.3,0.46,30.5,37,165,3.21,2936.5,0.49,1905.7
225.7,1,0.36,0.26,9,28,862,3.06,858.3,3.1,-1723
146.9,3,0.38,0.37,4.3,76,219,5.53,142.9,0.83,-1030.9
151,3,0.46,0.32,23.7,59,684,0.04,113221,3.15,556.5
236.8,1,0.29,0.34,17.7,40,192,3.69,1314.7,0.56,-343.7
218.5,3,0.35,0.39,-5.6,69,906,3.05,395.1,3.17,-3887.6
272.1,3,0.18,0.47,10.6,20,849,3.64,932.9,1.53,-1626.7
123.4,2,0.13,0.44,18.4,67,499,3.5,709.6,0.65,-128.3
265.6,2,0.3,0.25,26.8,66,223,5.91,1396.6,0.67,738.7
124.4,1,0.4,0.44,22.8,28,781,6.23,565,3.12,131.3
66.5,2,0.12,0.47,30,61,700,3.54,611.3,0.84,429.6
212.2,3,0.39,0.27,0.6,75,566,3.19,92.7,2.21,-2803.5
265.1,3,0.15,0.48,20.3,52,748,3.16,1898.2,1.12,54.4
107.6,2,0.41,0.4,16.4,55,596,0.09,24485.2,2.44,-383.9
275,3,0.23,0.21,6.3,45,113,3.17,620.3,0.26,-2573.2
120,1,0.45,0.23,29.1,71,860,3.12,1411.6,3.87,751.3
60.1,3,0.34,0.35,0.9,68,815,3.09,39,2.77,-793.2
264.8,2,0.45,0.26,30.9,33,562,3.12,3271,2.53,1985.8
203,3,0.17,0.3,17.7,21,273,3.25,1218,0.46,-315.2
114.7,3,0.3,0.45,32.3,30,348,3.78,1139.3,1.04,877.5
168.7,1,0.26,0.26,30.7,71,381,3.6,1645.8,0.99,1155.3
77.7,2,0.36,0.21,14.1,72,740,3.74,363.8,2.66,-287
276.4,3,0.14,0.38,-5.3,70,539,6.32,222.8,0.75,-2573.4
252.9,3,0.46,0.46,9.3,26,797,3.7,848.9,3.67,-1704.8
218.8,1,0.13,0.41,23.4,73,334,5.58,991.1,0.43,328.8
174.4,1,0.19,0.21,29.1,72,494,0.1,56515.1,0.94,1571.2
87.7,1,0.41,0.35,13.5,24,263,3.28,443.4,1.08,-383.1
197.8,2,0.14,0.28,-8.7,59,692,3.54,478.8,0.97,-3667.3
254.4,3,0.21,0.48,14.2,59,622,3.2,1302.1,1.31,-1003.4
190.2,1,0.35,0.4,25.7,56,845,0.09,65915.7,2.96,1074.4
54.3,3,0.17,0.47,0.6,61,110,3.03,13.8,0.19,-734.2
210.1,3,0.42,0.39,18.1,51,958,3.16,1533.2,4.02,-273
76.3,3,0.21,0.25,13.4,50,471,0.06,19491.4,0.99,-500.6
74.2,2,0.18,0.39,29.3,55,798,5.25,463.7,1.44,327.8
78.4,2,0.23,0.39,20.2,51,153,5.48,324.7,0.35,7.1
241.9,2,0.14,0.29,-9.8,68,721,0.08,29374.3,1.01,-7151
172,2,0.15,0.42,11.9,76,119,5.21,426.5,0.18,-667.3
75,1,0.49,0.49,-2,42,383,3.56,42.4,1.88,-1062.6
286.6,3,0.47,0.34,-6.2,56,874,3.59,525.1,4.11,-4813.2
78.3,2,0.14,0.5,10.6,33,409,0.03,30744.8,0.57,-733.8
70.7,2,0.33,0.37,23.8,27,695,3.13,644.6,2.29,184.6
90.9,1,0.31,0.47,-0.6,54,934,0.02,1753.3,2.9,-1868.8
123.9,2,0.42,0.35,-4.1,62,526,3.74,143.3,2.21,-1869.2
53.4,1,0.48,0.47,11.6,29,257,5.46,143.8,1.23,-203.6
135.6,3,0.1,0.31,21.6,70,349,3.04,1028,0.35,151
73.1,3,0.22,0.5,15,75,829,3.51,365.9,1.82,-237.2
104.6,1,0.24,0.45,15.3,48,436,3.14,587.1,1.05,-337.3
67.8,3,0.27,0.35,5.6,76,134,3.06,144.2,0.36,-677.6
191.2,3,0.23,0.37,-7.3,73,827,3.57,386.5,1.9,-3356.3
264,3,0.49,0.32,26.5,30,650,3.66,2438.2,3.18,1087.9
294.4,1,0.35,0.46,32.1,21,224,5.08,2201.1,0.78,1752.6
124.3,3,0.5,0.36,-8.1,79,596,5.45,213.9,2.98,-1589.2
251.5,2,0.28,0.26,9.8,57,928,0.08,38447.8,2.6,-2544.8
58.8,1,0.26,0.25,-1.3,55,762,3.69,9.7,1.98,-790.3
234.4,3,0.29,0.39,19.8,59,377,3.59,1508.4,1.09,-30.1
115,3,0.27,0.37,14.1,42,742,5.15,376.2,2,-329.1
274.6,1,0.21,0.39,28.9,37,813,3.31,2723.8,1.71,1635
87.5,2,0.47,0.36,18.1,64,604,0.01,202120.1,2.84,-166.1
107.4,2,0.36,0.34,26.4,20,394,0.09,37729.5,1.42,681.2
91.5,2,0.29,0.29,12.1,49,955,3.27,418.3,2.77,-486.5
91.6,3,0.37,0.38,3.4,74,508,3.2,132.6,1.88,-1034
270.9,1,0.41,0.41,21.6,42,129,0.09,78812.2,0.53,429.5
256.7,1,0.22,0.3,2.7,46,683,3.55,271.5,1.5,-2864.4
186,1,0.44,0.3,19.2,72,363,3.51,1264.7,1.6,-96.6
276.2,1,0.1,0.48,27.7,25,186,5.82,1389.6,0.19,889
117.9,1,0.3,0.41,30.7,33,860,3.3,1296.7,2.58,845.2
245.6,2,0.15,0.39,-1.1,51,285,3.69,58.3,0.43,-3269.9
142.5,2,0.26,0.21,8.3,64,617,3.7,388.1,1.6,-1050.4
200.5,3,0.15,0.25,28.5,63,730,3.34,1886.3,1.1,1135
273.9,3,0.33,0.27,2.7,29,874,3.07,371.5,2.88,-3283.8
126.4,1,0.14,0.45,-7.8,33,256,3.02,337.9,0.36,-2452.7
176.3,3,0.26,0.34,-8.9,53,166,0.1,17399.8,0.43,-5044.1
103.5,2,0.24,0.29,18.4,64,187,6.34,339.8,0.45,-60.6
292.1,1,0.38,0.36,4.3,34,125,5.37,286.4,0.48,-2123.3
82.9,3,0.29,0.3,-6.1,69,732,5.46,93.3,2.12,-982.3
103.7,1,0.12,0.23,32.8,66,628,0.07,52492.5,0.75,1318.1
135.5,1,0.46,0.29,-0.9,48,759,5.65,4.2,3.49,-1231.9
184.8,3,0.23,0.47,25.9,34,630,3.29,1661.6,1.45,731.6
143.2,1,0.35,0.22,33.8,77,545,3.79,1524.8,1.91,1227.2
69.9,3,0.12,0.26,8.5,46,172,0.07,9179.2,0.21,-798.2
243.4,3,0.12,0.38,16.6,27,129,3.23,1336.3,0.15,-560.3
66.3,1,0.35,0.33,19.7,72,875,3.23,496.2,3.06,-13.5
296,1,0.11,0.35,8.7,65,525,3.09,932.3,0.58,-2311.3
208.8,1,0.31,0.22,9.4,36,999,3.58,700.5,3.1,-1420.9
171.4,3,0.39,0.32,6.4,74,865,3.03,491.1,3.37,-1624.7
182.9,3,0.48,0.47,-6.5,22,260,0.06,23586.8,1.25,-4817.8
155.6,1,0.15,0.31,16,62,575,3.64,761.7,0.86,-395.8
173.5,2,0.2,0.46,7,49,723,3.36,438.7,1.45,-1497.7
85.2,2,0.31,0.3,12.7,58,351,5.9,217.7,1.09,-255
87,3,0.13,0.45,16.6,56,116,3.27,473.6,0.15,-199.1
88.3,1,0.25,0.44,-2.1,51,827,3.71,34.1,2.07,-1227.4
163.2,1,0.25,0.26,18.2,65,811,3,1163.5,2.03,-205.6
62.3,2,0.15,0.31,26.5,53,179,3.31,539.8,0.27,270.9
143.4,2,0.46,0.21,-8.3,55,292,3.7,381.7,1.34,-2556.7
117.8,1,0.36,0.41,-1.1,44,592,3.63,19.5,2.13,-1583.3
87.7,3,0.38,0.28,17.1,63,337,3.51,518.5,1.28,-165.1
143.4,2,0.34,0.25,2.5,20,594,3.22,161.2,2.02,-1701.4
282.6,1,0.3,0.25,23.9,39,880,3.6,2237,2.64,705.4
57.2,2,0.22,0.22,31.9,74,967,3.17,658.3,2.13,464.9
201.2,3,0.32,0.41,34.2,71,103,0.06,133434.1,0.33,2839.9
270.9,2,0.48,0.32,10,68,678,0.06,59781.9,3.25,-2692.7
266.3,1,0.48,0.42,26.6,70,358,0.06,148364.3,1.72,1747
196.8,3,0.15,0.29,7.7,55,304,3.61,469.1,0.46,-1546.8
54.6,1,0.44,0.41,9.5,26,576,5.7,117.8,2.53,-246.5
106.7,3,0.13,0.23,28.2,69,556,3.62,902.7,0.72,558.2
110,3,0.39,0.41,1,38,487,0.07,2792.4,1.9,-2075.4
133.6,1,0.39,0.44,-2.8,65,362,3.26,119.4,1.41,-2053.1
238.8,2,0.16,0.34,21.8,74,317,3.63,1571.4,0.51,273.8
230.9,2,0.45,0.23,29.1,22,944,0.1,84980.2,4.25,2080.2
97.5,3,0.16,0.27,15.7,44,414,0.05,33936.1,0.66,-417.2
280,1,0.42,0.22,26.6,37,396,3.53,2591,1.66,1195.7
135.5,1,0.34,0.36,26.5,37,339,3.27,1301.2,1.15,592.7
264.9,3,0.24,0.28,-6.4,34,992,5.67,283,2.38,-3028.1
223,2,0.11,0.39,27.7,69,265,3.41,1929.4,0.29,1131.6
83.1,1,0.49,0.42,25,74,550,0.09,29371,2.7,411.8
236.9,2,0.33,0.43,-4.4,78,838,0.06,16384.5,2.77,-5745.7
113.2,2,0.15,0.44,22.1,64,128,3.05,886.9,0.19,165.2
269.3,1,0.2,0.28,22,35,280,3.43,1924.2,0.56,353.9
296.1,3,0.39,0.41,17.8,36,271,0.1,63942.3,1.06,-644.9
78.5,2,0.23,0.4,18.5,38,527,3.24,514,1.21,-79.6
78.9,1,0.42,0.36,22.5,38,225,3.5,619.9,0.94,128.2
204.3,2,0.23,0.25,11.2,74,486,3.54,752,1.12,-1161.4
79.1,3,0.13,0.46,6.7,49,298,3.63,162.4,0.39,-670.1
204,2,0.37,0.43,-6.9,34,451,3.01,517.9,1.67,-3835.8
268.2,2,0.29,0.23,11.5,74,205,3.76,956,0.59,-1422.5
142.5,1,0.32,0.4,28.9,78,121,5.9,813.1,0.39,520
150.7,2,0.23,0.5,9.4,33,850,3.11,553.8,1.96,-1100.6
261.5,1,0.28,0.39,26.5,32,109,0.09,88137.9,0.31,1684.5
121.8,1,0.4,0.45,-5.1,39,858,0.05,12400.2,3.43,-3041.9
115.6,2,0.38,0.31,17.7,26,951,3.17,809.4,3.61,-181.6
203.2,2,0.25,0.23,20.9,72,569,6.45,760.9,1.42,64.9
114.4,3,0.37,0.42,-8.9,77,966,6.12,175.7,3.57,-1282.8
86.8,1,0.12,0.2,13.3,52,999,3.57,368.5,1.2,-373.9
231.2,1,0.18,0.21,32.3,27,554,3.1,2670.8,1,1962.2
278.2,3,0.42,0.29,29.7,61,163,3.55,2831.7,0.68,1740.6
117.5,1,0.27,0.49,-6.5,74,163,3.25,260,0.44,-2101.8
266.8,2,0.48,0.24,1.2,29,409,6.36,83.7,1.96,-1825.8
267.7,2,0.29,0.27,9.5,52,718,0.04,78299.6,2.08,-2799.6
238.3,1,0.21,0.26,-8.5,65,675,3.1,664.7,1.42,-4686.2
247.3,1,0.45,0.5,33,79,487,3.52,2882,2.19,2083.3
95.4,3,0.23,0.21,26.4,53,418,3.71,768.9,0.96,384
283,1,0.14,0.21,23.3,73,804,3.03,2408.9,1.13,650.9
128.4,2,0.44,0.35,1.8,26,807,3.61,113.1,3.55,-1493.3
115.1,3,0.26,0.23,14.8,46,289,3.76,521.9,0.75,-373.5
292.8,2,0.29,0.4,24.7,68,397,3.79,2220,1.15,854.6
174.3,2,0.18,0.21,21.4,48,387,3.13,1322.4,0.7,167.6
239,2,0.21,0.39,9.4,33,268,3.2,797.9,0.56,-1722.7
225.4,3,0.23,0.42,-1,72,299,6.36,27.7,0.69,-1723
129,3,0.15,0.25,20.5,61,587,3.15,928.3,0.88,44.2
214.1,3,0.17,0.4,1.8,67,274,3.29,146.4,0.47,-2614.6
105.1,2,0.16,0.22,-9.9,25,357,5.1,212.4,0.57,-1539.8
284.6,2,0.17,0.28,-6.1,74,389,3.64,484.5,0.66,-4724.2
232.7,1,0.28,0.26,12,61,639,3.25,1031.6,1.79,-1256.6
283.5,3,0.19,0.23,10.9,22,366,6.35,550.8,0.7,-941.6
176.7,1,0.47,0.28,21.7,36,425,3.17,1523.1,2,205.2
223.9,2,0.39,0.26,21.9,33,382,0.1,59617.8,1.49,421.2
282.4,1,0.42,0.33,4.7,67,816,5.55,339.6,3.43,-1922.7
124.2,2,0.1,0.31,8.7,30,798,0.06,20643.9,0.8,-1395
170.9,3,0.24,0.21,28.6,53,392,3.09,1795.9,0.94,1015.6
57.6,3,0.17,0.39,12.8,59,195,0.07,11601.9,0.33,-411.8
272.6,1,0.44,0.41,-2.3,47,215,3.08,225.1,0.95,-4206.7
176.8,2,0.47,0.27,25.2,42,595,3.04,1852.7,2.8,639.9
109.3,1,0.42,0.28,3.4,45,870,3.66,154.3,3.65,-1150.3
84.5,1,0.47,0.45,-5.2,34,514,0.08,6112.7,2.42,-2112.4
88,2,0.35,0.22,19.8,76,267,3.8,546,0.93,-10.9
74.4,2,0.38,0.26,-2.8,70,586,3.52,55.7,2.23,-1099.2
55.3,3,0.23,0.32,30.3,22,627,3.07,621.2,1.44,394.7
275.3,3,0.45,0.48,-7,70,782,0.02,104848.7,3.52,-7418.2
291,2,0.26,0.48,-1.6,79,879,3.22,73.6,2.29,-4261.6
216.6,1,0.43,0.49,21,71,441,3.56,1585,1.9,139.5
64.6,2,0.23,0.36,11.7,21,193,5.49,156,0.44,-241.8
239.1,3,0.35,0.37,0.6,68,463,3.15,94.8,1.62,-3177.4
144.6,3,0.14,0.5,30,66,340,5.13,915.1,0.48,704.2
76.7,3,0.21,0.2,-5.7,38,899,0.07,5812.9,1.89,-1957.4
96.6,1,0.49,0.27,-10,49,780,3.63,305.5,3.82,-1846
285.7,3,0.28,0.2,12,68,579,3.25,1260.6,1.62,-1542.8
96.4,2,0.5,0.4,28.4,60,609,0.01,349558.4,3.04,809
104.5,2,0.15,0.34,18.4,61,298,0.09,23338.7,0.45,-165.7
235.4,3,0.32,0.34,-9.4,28,471,3.01,810,1.51,-4837.6
122.1,1,0.21,0.44,-4.3,40,900,6.07,75.6,1.89,-1166
189.7,2,0.23,0.2,-4.8,72,989,3.56,226.4,2.27,-3029.7
160.1,1,0.12,0.2,17.8,64,184,3.32,919.3,0.22,-235.3
245.1,3,0.44,0.35,16.5,42,260,3.12,1606.3,1.14,-590.2
197.3,1,0.35,0.38,25.6,23,980,3.22,1913.7,3.43,749.1
109.6,1,0.24,0.46,29.5,27,492,0.09,40906.4,1.18,1031.8
52.7,1,0.24,0.48,-1.9,62,582,5.71,13.6,1.4,-495.1
257.7,3,0.18,0.3,-2.2,65,496,5.34,89.6,0.89,-2666
271.4,3,0.22,0.46,25.8,29,458,3.52,2247.3,1.01,1020
290.1,1,0.17,0.39,-0.7,55,905,3.42,18.9,1.54,-3951.3
143.6,3,0.47,0.3,15.2,32,906,6.16,463.7,4.26,-264.7
110.8,1,0.19,0.46,-8.9,74,261,3.07,341.4,0.5,-2219.1
285.9,2,0.47,0.49,4.2,32,590,3.68,459.6,2.77,-2854.9
172.5,1,0.45,0.31,2.8,45,718,0.08,9292.5,3.23,-2943.3
76.4,1,0.48,0.45,1.4,72,669,3.07,63.8,3.21,-984.8
129.1,3,0.23,0.29,29.6,32,240,0.04,107384.1,0.55,1234.4
298.4,2,0.33,0.23,-0.7,43,664,0.08,156.4,2.19,-6127.5
127.4,3,0.17,0.35,1,38,455,5.77,34.9,0.77,-1023.9
151.3,1,0.41,0.22,14.8,24,413,5.4,513.6,1.69,-361.9
104.8,2,0.21,0.41,13.7,62,387,3.07,531.4,0.81,-457.5
154.2,3,0.48,0.48,17.9,41,776,3.75,952.3,3.72,-202.4
98,2,0.27,0.26,12.6,42,595,3.26,450.2,1.61,-488.8
163.7,1,0.39,0.26,13.1,50,230,0.01,260763.5,0.9,-1128.4
143,3,0.18,0.32,11.9,79,901,3.57,558.9,1.62,-744.8
226.9,2,0.32,0.28,-8.4,57,935,0.07,28068.8,2.99,-6398.9
228.2,1,0.3,0.21,6.1,71,604,0.09,19548.1,1.81,-3143.4
94.1,1,0.21,0.26,11,38,433,0.01,118880.9,0.91,-846.1
125.5,3,0.47,0.26,29,78,525,0.03,152538.5,2.47,1126.1
179.4,1,0.15,0.48,22.9,30,878,3.47,1321.5,1.32,339.7
218.6,2,0.44,0.43,26.7,67,447,3.34,2167.6,1.97,975.4
295,2,0.43,0.33,9.7,34,667,3.32,1119.2,2.87,-2029.7
240.5,1,0.34,0.23,29.9,54,801,0.01,863880.1,2.72,2378.6
279.1,2,0.22,0.27,2,52,110,3.33,196.3,0.24,-3350.9
95.1,1,0.39,0.21,31.5,79,346,3.43,1055.1,1.35,718.5
210.3,3,0.15,0.44,-6,43,885,3.74,309.2,1.33,-3422.8
150,1,0.19,0.46,14.8,37,402,3.06,816,0.76,-541.3
154.6,1,0.2,0.4,16.4,67,401,5.44,525.2,0.8,-253.8
296.1,3,0.5,0.36,3,44,227,3.3,361.9,1.14,-3372.6
229.9,2,0.36,0.45,10.4,30,419,3.68,797.6,1.51,-1394.8
207.6,2,0.29,0.3,19.2,40,748,5.17,917.2,2.17,-80.2
260,3,0.28,0.22,24.9,56,758,3.41,2230.2,2.12,839.6
99,1,0.24,0.43,17.8,26,120,3.47,572.6,0.29,-142.2
91.3,2,0.26,0.3,-8.5,60,615,0.06,13558.1,1.6,-2586.4
127.2,3,0.26,0.44,15.5,26,964,3.25,728.1,2.51,-386.4
152.3,1,0.2,0.32,12.9,69,962,0.04,58057.5,1.92,-1077
163.4,1,0.21,0.31,22.3,50,192,3.28,1238.1,0.4,252.6
275.2,3,0.32,0.31,3.7,50,872,0.04,36488.2,2.79,-4467.8
261.5,3,0.44,0.47,34.9,75,434,3.67,3071.6,1.91,2466.4
243.6,3,0.42,0.41,19.4,47,131,3.39,1698.2,0.55,-96.6
61.7,3,0.48,0.43,-5,79,497,5.16,66.8,2.39,-746.6
111.9,1,0.34,0.23,21.5,48,518,3.13,921,1.76,115.3
231.9,3,0.17,0.24,5.7,76,419,3.6,427.7,0.71,-2122.3
277.3,3,0.13,0.32,20.6,40,279,6.27,983.4,0.36,62.1
274.9,2,0.14,0.47,14.4,49,305,3.73,1159.6,0.43,-965.2
72.2,3,0.12,0.24,0.9,77,561,3.41,32.8,0.67,-908.8
51.4,1,0.16,0.21,3.7,62,508,5.82,40.1,0.81,-350.2
280.9,3,0.11,0.4,15,62,688,3.7,1256.5,0.76,-884.8
179.3,3,0.47,0.26,15.9,63,517,6.31,576.1,2.43,-271.3
79.5,1,0.18,0.22,9.8,60,277,3.58,243.9,0.5,-520.6
259.2,3,0.4,0.41,11.4,46,630,0.09,41575.7,2.52,-2209.1
253.9,1,0.12,0.32,12.3,44,915,5.08,700.1,1.1,-961.9
187,3,0.42,0.44,3,37,625,0.09,9113.7,2.62,-3150.4
288.7,1,0.3,0.29,4.3,77,879,0.09,19105,2.64,-4491.8
112.1,1,0.14,0.45,0.4,68,706,3.77,35.2,0.99,-1368.8
154.7,1,0.41,0.2,4.1,68,362,3.55,234.3,1.48,-1586.5
83,1,0.16,0.3,-9.3,21,317,5.76,139.8,0.51,-1031.1
266.6,3,0.29,0.44,28.1,51,326,3.4,2552.1,0.95,1425.2
133.9,1,0.23,0.21,-0.6,27,741,3.52,6,1.7,-1787.4
171.8,1,0.4,0.38,-1.9,31,824,5.57,39.8,3.3,-1666.8
111.9,2,0.35,0.45,0.4,24,442,3.61,30.7,1.55,-1401.5
64.5,1,0.29,0.4,3.9,64,399,3.03,104.8,1.16,-723.8
222.3,1,0.27,0.35,10.7,58,297,3.15,880.8,0.8,-1416.2
91.1,2,0.41,0.3,1.2,66,350,5.94,28.6,1.43,-695.3
235.5,2,0.14,0.46,25.6,27,745,3.11,2134.6,1.04,908.7
210.9,2,0.25,0.24,30.3,43,311,3.77,1926.5,0.78,1353.3
261.1,2,0.39,0.47,22,24,616,3.25,2171.2,2.4,352.5
276.3,1,0.44,0.32,31,57,413,3.48,3042.8,1.82,1981.6
272.6,1,0.11,0.49,6.8,77,945,6.06,367.6,1.04,-1417.7
229.9,3,0.24,0.39,33.3,66,664,0.03,291510.7,1.59,3048.5
144.5,2,0.2,0.39,32.7,44,977,3.21,1667.6,1.95,1246.1
245.5,2,0.39,0.48,8.8,21,285,0.06,44421.5,1.11,-2733.1
74.5,3,0.19,0.37,31.5,30,184,3.12,828.4,0.35,589.4
212.3,3,0.24,0.44,-6.5,35,397,5.37,270.2,0.95,-2604.8
292.3,2,0.42,0.21,0.9,25,537,0.06,8470.7,2.26,-5549.4
93.7,3,0.11,0.47,-3.7,46,515,3.65,86.3,0.57,-1410.1
98.3,1,0.32,0.41,22.9,79,684,3.76,715.2,2.19,177.9
138.1,2,0.48,0.29,19.4,55,253,0.09,37394,1.21,-82.1
133.7,1,0.47,0.5,9.4,71,764,3.22,521.2,3.59,-960.9
251.6,3,0.34,0.24,25.4,57,726,3.26,2359.1,2.47,915.7
126.6,2,0.44,0.25,30.1,50,856,3.4,1406.2,3.77,843.9
69.2,3,0.23,0.22,-7.6,24,996,0.08,6369.4,2.29,-1894.6
250.6,2,0.25,0.24,26.6,70,522,3.55,2153.9,1.3,1066.8
68.5,1,0.29,0.42,27,72,486,5.41,398.5,1.41,220.1
203.4,1,0.3,0.26,34.4,78,196,3.15,2569,0.59,2006.3
51.1,3,0.48,0.22,22.9,70,473,3.17,467.2,2.27,101.2
268.9,1,0.25,0.34,-1,42,849,3.14,14.5,2.12,-3873.8
279.4,3,0.16,0.46,14.9,65,254,0.04,114318.7,0.41,-1419.2
248.8,3,0.39,0.32,7.9,24,528,0.08,31322.2,2.06,-2986.4
63,3,0.5,0.32,12.1,24,523,3.19,311.6,2.62,-338.9
151.1,1,0.31,0.33,31.1,72,165,3.57,1528.4,0.51,1078.4
282.4,1,0.35,0.45,-4.8,50,375,0.05,29366.1,1.31,-6968.5
206.9,2,0.48,0.22,28.2,72,436,3.71,1980.3,2.09,1067.1
243.4,3,0.17,0.31,24.8,69,581,3.26,2056.1,0.99,787.4
104.5,1,0.11,0.4,16.3,44,989,5.71,333.8,1.09,-165.9
99.7,3,0.23,0.32,-3.8,56,474,3.66,101,1.09,-1504.4
230.1,3,0.3,0.32,16.5,72,297,3.58,1241.5,0.89,-517
72.1,1,0.21,0.21,-2.9,41,527,3.79,49.9,1.11,-1025.3
149.1,3,0.33,0.43,24.4,35,679,3.58,1216.8,2.24,421.2
94.6,2,0.15,0.24,-7.1,46,405,3.03,224.7,0.61,-1786.9
55.2,1,0.44,0.21,16,78,534,5.16,215.8,2.35,-106.9
170,2,0.47,0.21,14.2,28,752,0.03,104639.1,3.53,-983
173.7,1,0.16,0.44,31.6,57,489,3.52,1710.2,0.78,1305.7
295.7,1,0.39,0.25,-2.3,35,527,3.21,195.2,2.06,-4477.4
68.4,3,0.5,0.23,34.5,38,317,3.05,976,1.58,689.3
52.9,2,0.12,0.37,20.8,25,555,0.03,39915.3,0.67,42.2
78.8,2,0.25,0.39,16.3,36,915,3.19,478.4,2.29,-198.6
232.3,3,0.34,0.48,0.9,76,191,6.38,46.5,0.65,-1606.2
178.8,1,0.35,0.49,-0.3,32,918,0.05,2596.7,3.21,-3611.5
186.9,2,0.21,0.29,13.4,48,453,3.16,905.4,0.95,-843.7
167.9,2,0.32,0.47,22.1,65,424,3.15,1392.7,1.36,241.5
69.5,2,0.3,0.25,-4.1,60,684,0.09,3033.6,2.05,-1659.9
248.6,3,0.48,0.2,24.7,68,681,6.05,1293.2,3.27,461.5
229,1,0.41,0.33,15.7,22,542,5.92,757.1,2.22,-401.8
100,2,0.38,0.35,21.3,61,351,3.62,711.7,1.33,82.9
279.7,3,0.11,0.32,10.5,77,478,3.19,1015.5,0.53,-1809.5
215.8,2,0.34,0.47,24.1,77,575,3.77,1652.5,1.96,551.2
298.5,3,0.45,0.25,24,76,569,5.76,1559.7,2.56,506.3
149.8,3,0.19,0.21,4.2,61,354,3.13,238.7,0.67,-1626
59.7,2,0.25,0.22,26.6,57,567,3.19,572,1.42,268.3
96.5,2,0.17,0.38,13.4,60,945,3.45,435.3,1.61,-417.2
175.9,2,0.38,0.34,-8.6,61,995,0.06,26531.4,3.78,-5000.6
107.8,2,0.36,0.38,22.4,26,679,6.1,481.3,2.44,100.9
188.7,3,0.28,0.21,31.1,77,476,3.01,2256.7,1.33,1464.1
90.3,1,0.48,0.46,1.8,31,692,3.24,86.1,3.32,-1111
266.6,1,0.22,0.49,8.6,29,623,0.07,38990.4,1.37,-3018
285.6,3,0.23,0.46,7,43,170,5.32,429.2,0.39,-1737.6
115.5,3,0.26,0.37,29.4,73,845,3.24,1218.3,2.2,733.9
92.6,3,0.3,0.34,17.1,22,552,6.41,293.3,1.66,-96.4
225.7,1,0.2,0.28,4.5,73,977,3.72,365.5,1.95,-2197
233.2,3,0.33,0.22,24.2,79,498,3.48,1928.1,1.64,638.6
